,gene,global_bin,present,avg_exp
0,Xkr4,0.4511738909378041,0.5856136326396855,0.5276446544220637
1,Gm1992,0.39114710066626823,0.9477306242831395,0.4567835256185325
2,Gm19938,0.2571754751883045,0.64820580042602,0.40521079829433804
3,Gm37381,0.9960911670048462,0.0,0.0
4,Rp1,0.9367553279175911,0.0,0.0
5,Sox17,0.9971658542185053,0.0,0.0
6,Gm37587,1.0,0.0,0.0
7,Gm37323,0.9978316770330108,0.0,0.0
8,Mrpl15,0.620379823470248,0.9968867769949206,0.8152773543104854
9,Lypla1,0.34426426124672194,0.8800589873832542,0.48982359361247285
10,Tcea1,0.290538342489549,0.8579387186629526,0.3482721978305352
11,Rgs20,0.5415761327808558,0.8469605112239882,1.289702211565883
12,Gm16041,0.9878210672760159,0.0,0.0
13,Atp6v1h,0.40022931381199184,0.8803866950679995,0.4706910851238013
14,Oprk1,0.5110095532842533,0.4784532197280026,0.9681865156166578
15,Npbwr1,0.9144526623892232,0.005898738325413731,0.8799780656192012
16,Rb1cc1,0.5461403657715699,0.9737833852203834,0.48504512004482603
17,4732440D04Rik,0.21548445004558361,0.5490742257905947,0.31097809939907595
18,Alkal1,0.9688836977866249,0.0,0.0
19,St18,0.670827596543408,0.018351630345731607,0.7481000148425522
20,Pcmtd1,0.4276292254986257,0.8107488120596427,0.43363172947239725
21,Gm26901,0.2688975436242612,0.15009011961330493,0.3597409045129463
22,Gm30414,0.9949904588338565,0.0,0.0
23,Sntg1,0.5819583130206312,0.6591840078649844,0.8140552547999658
24,Rrs1,0.38360509901330303,0.8969359331476323,0.4539258121969758
25,Adhfe1,0.6241981883841965,0.00540717679829592,0.3535293311555754
26,2610203C22Rik,0.9173379137469686,0.0,0.0
27,Vxn,0.5283440296959933,0.3168933311486154,0.8460379013018939
28,Gm29520,1.0,0.0,0.0
29,Mybl1,0.4915832246169911,0.08274619039816483,0.4003264325665287
30,Vcpip1,0.3050725398535349,0.8674422415205637,0.3769775689904571
31,1700034P13Rik,0.7783056363425822,0.0,0.0
32,Sgk3,0.400418783530321,0.18253318040308045,0.6188713664088892
33,Mcmdc2,0.2333408164583353,0.697361953137801,0.3271887028761108
34,Snhg6,0.3572458144033591,0.8564640340815992,0.5495014413738692
35,Tcf24,0.9891156639842442,0.0,0.0
36,Ppp1r42,0.8621304246859212,0.005734884483041127,0.8102444268802358
37,Gm15818,0.9906473028472625,0.0,0.0
38,Cops5,0.24885216907164626,0.7640504669834507,0.31449951897020134
39,Cspp1,0.5307297767474396,0.9760773390135997,0.5629289167376759
40,Arfgef1,0.31335570841403115,0.8595772570866786,0.3440291529114181
41,Cpa6,0.6171493088857631,0.17761756513190236,1.797932229150415
42,Prex2,0.6202190484044918,0.8155005734884483,1.5329421826026943
43,A830018L16Rik,0.5835694554783685,0.7417663444207767,1.6245925253764177
44,Gm17644,0.9948008274671565,0.0,0.0
45,Gm29663,0.9997815282101699,0.0,0.0
46,Sulf1,0.6373331293595761,0.2692118630181878,1.8614841920387422
47,Slco5a1,0.4489416500779128,0.2115353105030313,0.6903978829255575
48,Gm29283,0.9893620384702954,0.0,0.0
49,Prdm14,0.9973942760373763,0.0,0.0
50,Ncoa2,0.30120069840657643,0.7116172374242176,0.35919173927043335
51,Gm29570,0.8073457322556481,0.0,0.0
52,Tram1,0.452469736196254,0.9670653776831067,0.6038168255109599
53,Lactb2,0.3398165744077666,0.7691299360970014,0.5279346748418733
54,Xkr9,0.9932755815816062,0.0,0.0
55,Eya1,0.8877434948258067,0.0,0.0
56,Gm9947,0.3879903588587802,0.18761264951663117,0.425794190462818
57,Msc,0.7571122692157456,0.0,0.0
58,Trpa1,0.9616930114569775,0.0,0.0
59,Kcnb2,0.5889962713934531,0.6745862690480092,1.0049984437317852
60,Terf1,0.5826824973591174,1.0,1.910083886367189
61,Sbspon,0.8811148023280638,0.002621661477961658,0.5429375341023772
62,4930444P10Rik,0.35795264522254705,0.20514501065049973,0.4205765950146806
