,gene,global_bin,present,avg_exp
0,Xkr4,0.6149970742986575,0.8368690563277249,0.9735244561764684
1,Gm1992,0.4081538301191039,0.8633504023408924,0.6088638866928608
2,Gm19938,0.5237605387329115,0.8996342355523044,0.69060030293783
3,Gm37381,0.9949476548965795,0.0,0.0
4,Rp1,0.9465633262447806,0.0,0.0
5,Sox17,0.9984433386055079,0.0,0.0
6,Gm37587,1.0,0.0,0.0
7,Gm37323,0.9986344793952695,0.0,0.0
8,Mrpl15,0.7717444468045258,0.9941477688368691,1.1140554713799373
9,Lypla1,0.26796597270162126,0.7404535479151426,0.460019104855675
10,Tcea1,0.39098517791983045,0.8967081199707388,0.3536129281711595
11,Rgs20,0.518318927173312,0.8349670811997074,1.2144331902572145
12,Gm16041,0.9821012015857532,0.0,0.0
13,Atp6v1h,0.3257220435603502,0.6491587417703,0.39796878501813326
14,Oprk1,0.6082084462941959,0.19400146305779079,1.450182557767251
15,Npbwr1,0.8956418146209293,0.0023408924652523777,0.7350606760487461
16,Rb1cc1,0.4532461457780812,0.9139722019019751,0.3582740542672793
17,4732440D04Rik,0.2590951655660044,0.45267008046817847,0.36259645564091275
18,Alkal1,0.9828910087575233,0.0,0.0
19,St18,0.7107107635761976,0.06495976591075348,2.1554679772382954
20,Pcmtd1,0.44114491064722855,0.8005852231163131,0.3782810311429432
21,Gm26901,0.3474825523233332,0.11631309436722752,0.3790963365826357
22,Gm30414,0.9998073045836531,0.0,0.0
23,Sntg1,0.6993669961480984,0.7242136064374544,1.0651758678306376
24,Rrs1,0.45669833629575807,0.9591806876371617,0.5446478332013122
25,Adhfe1,0.5438362660147651,0.009217264081931235,0.3812107540879188
26,2610203C22Rik,0.9014692120390391,0.0,0.0
27,Vxn,0.5548396505069454,0.5764447695683981,0.9782548089430344
28,Gm29520,1.0,0.0,0.0
29,Mybl1,0.4704473747024235,0.13679590343818582,0.4472519198249965
30,Vcpip1,0.48754628071651185,0.9634235552304317,0.46592556184770206
31,1700034P13Rik,0.7759951721004461,0.0,0.0
32,Sgk3,0.31556057446659574,0.4994879297732261,0.5301005197635025
33,Mcmdc2,0.25668444976167437,0.39795171909290417,0.3731497559078438
34,Snhg6,0.2979224186262035,0.6340892465252378,0.4757210780480805
35,Tcf24,0.9937762378793451,0.0,0.0
36,Ppp1r42,0.851520191621499,0.0,0.0
37,Gm15818,0.9953300548037122,0.0,0.0
38,Cops5,0.4012449550844899,0.8693489392831018,0.5147132063651818
39,Cspp1,0.540598816827611,0.9062179956108266,0.9229704699926535
40,Arfgef1,0.3321701666382827,0.8475493782004389,0.2993242501357658
41,Cpa6,0.8320374460276394,0.0632040965618142,2.5997261350949
42,Prex2,0.5808950721826275,0.630431602048281,1.3362551799748004
43,A830018L16Rik,0.6940505428843348,0.7341623994147769,2.0936770399165407
44,Gm17644,0.9978590938514733,0.0,0.0
45,Gm29663,1.0,0.0,0.0
46,Sulf1,0.7804945527740029,0.08237015362106803,1.7223406107168135
47,Slco5a1,0.5254408354146429,0.09392831016825165,0.6071612371720891
48,Gm29283,0.9924288171997279,0.0,0.0
49,Prdm14,0.9951452748166046,0.0,0.0
50,Ncoa2,0.6178767343947563,0.8975859546452085,0.8742126429437662
51,Gm29570,0.7668055515036947,0.0,0.0
52,Tram1,0.40046868495876053,0.8378931967812728,0.48579443573899317
53,Lactb2,0.46610191541198026,0.8904169714703731,0.5634376054724781
54,Xkr9,0.9970940705683515,0.0,0.0
55,Eya1,0.9470600442825208,0.006876371616678859,1.8157809182098876
56,Gm9947,0.5923231992164384,0.07344550109729335,0.5309528710747822
57,Msc,0.8464897361631339,0.0,0.0
58,Trpa1,0.9696884364782816,0.0,0.0
59,Kcnb2,0.7301083650191917,0.7651792245793709,1.8498260459285398
60,Terf1,0.3083281844186048,0.6038039502560351,0.4965805637094054
61,Sbspon,0.8369224652517027,0.0,0.0
62,4930444P10Rik,0.5389627379249998,0.08076079005120704,0.5666290434320258
63,Rpl7,0.4531613718780837,0.6860277980980249,0.5071484965486972
64,Rdh10,0.26360140260246323,0.7995610826627653,0.36034034592594033
65,Gm28095,0.9092607355786595,0.0,0.0
66,Stau2,0.4861099708140042,0.7523043160204828,0.43388222285903666
67,Gm7568,0.8208173879407001,0.0,0.0
68,Ube2w,0.3376936044589892,0.8115581565471837,0.3565883242438712
69,Eloc,0.5031542114289781,0.8773957571324067,0.5315474229515433
70,D030040B21Rik,0.9835013502042034,0.0,0.0
71,Tmem70,0.2977610452431208,0.708558888076079,0.46531642688408326
72,Ly96,0.8277466393960725,0.007461594732991954,0.6985783686274927
73,Gm28376,0.8504766157727979,0.02721287490855889,1.1514991913665897
74,Jph1,0.8240497907363571,0.06993416239941477,1.2446448749929568
75,Gm28783,0.9994246243880479,0.0,0.0
76,Gdap1,0.4007534412998473,0.8160936356986102,0.3896983510854284
77,Gm28784,0.9094888382173894,0.0,0.0
78,Pi15,0.9089189890729248,0.0,0.0
79,Gm28154,0.7025682306970635,0.012143379663496708,0.49284846224513845
80,Gm16070,0.37929736107946127,0.3891733723482077,0.6539545343056761
81,Crispld1,0.5191333662952735,0.27534747622531086,0.6678569052501412
82,Gm28153,0.3802834406805174,0.2576444769568398,0.49507331793351017
83,Gm28756,0.35898221031697986,0.5828822238478419,0.605083338902784
84,Crisp4,0.9996165779582776,0.0,0.0
85,Defb18,1.0,0.0,0.0
86,Defb41,1.0,0.0,0.0
87,Gm15825,0.992814080563647,0.0,0.0
88,Tfap2d,0.9374872673625072,0.0,0.0
89,Tfap2b,0.9675422554763041,0.051645940014630576,4.296770670025047
90,Gm28340,0.999225557049953,0.0,0.0
91,Pkhd1,0.8788454577112972,0.0,0.0
92,4930486I03Rik,0.9982443306510608,0.0,0.0
93,Gm28653,0.9990323284436402,0.0,0.0
94,Il17a,1.0,0.0,0.0
95,Il17f,0.9982557311013786,0.0,0.0
96,Mcm3,0.9986410443981768,0.0,0.0
97,Gm28065,1.0,0.0,0.0
98,6720483E21Rik,0.8657795564769744,0.0,0.0
99,Paqr8,0.31613245532767675,0.6150694952450622,0.6046598092639857
100,Efhc1,0.8438772375965848,0.0,0.0
101,Tram2,0.7652893226689963,0.030577907827359183,0.7746769162272791
102,Gm28287,0.9998086770581285,0.0,0.0
103,Tmem14a,0.7148347551547662,0.9944403803950257,0.8818289769586787
104,Gsta3,0.5811633994864329,0.01463057790782736,0.3880786927481913
105,Gm28836,0.9730051709557278,0.0,0.0
106,Khdc1a,0.9992267235073027,0.0,0.0
107,Khdc1c,0.9965020376398803,0.0,0.0
108,Khdc1b,0.9988295537673738,0.0,0.0
109,Kcnq5,0.7502916072013064,0.6991953182150695,3.271095508170407
110,Rims1,0.7148656791587165,0.729919531821507,0.8758003370537759
111,Gm29506,0.9729943886630472,0.0,0.0
