cluster,proportion
3572 PAG-RN Nkx2-2 Otx1 Gaba_3,0.0008340283569641367
3573 PAG-RN Nkx2-2 Otx1 Gaba_3,0.0003849361647526785
3581 PAG-RN Nkx2-2 Otx1 Gaba_3,0.0016039006864694938
3582 PAG-RN Nkx2-2 Otx1 Gaba_3,0.0014114326040931546
3584 PAG-RN Nkx2-2 Otx1 Gaba_3,0.00032078013729389875
3585 PAG-RN Nkx2-2 Otx1 Gaba_4,0.00032078013729389875
3586 PAG-RN Nkx2-2 Otx1 Gaba_4,0.0007057163020465773
3588 PAG-RN Nkx2-2 Otx1 Gaba_5,0.0017322127413870532
3589 PAG-RN Nkx2-2 Otx1 Gaba_5,0.0032719574003977673
3590 PAG-RN Nkx2-2 Otx1 Gaba_5,0.0007057163020465773
3592 PAG-RN Nkx2-2 Otx1 Gaba_6,0.0008340283569641367
3593 PAG-RN Nkx2-2 Otx1 Gaba_6,0.00019246808237633926
3596 PRT Tcf7l2 Gaba_1,0.00256624109835119
3597 PRT Tcf7l2 Gaba_1,0.0011548084942580355
3598 PRT Tcf7l2 Gaba_1,0.0016039006864694938
3599 PRT Tcf7l2 Gaba_1,0.000769872329505357
3601 PRT Tcf7l2 Gaba_1,0.0008981843844229166
3602 PRT Tcf7l2 Gaba_1,0.0010264964393404761
3603 PRT Tcf7l2 Gaba_1,0.008853531789311605
3604 PRT Tcf7l2 Gaba_1,0.0026303971258099697
3605 PRT Tcf7l2 Gaba_1,0.004426765894655803
3606 PRT Tcf7l2 Gaba_1,0.0019246808237633926
3612 PRT Tcf7l2 Gaba_2,0.0019246808237633926
3614 PRT Tcf7l2 Gaba_3,0.0004490921922114583
3617 PRT Tcf7l2 Gaba_3,0.00019246808237633926
3618 PRT Tcf7l2 Gaba_3,0.0013472765766343747
3619 PRT Tcf7l2 Gaba_3,0.013087829601591069
3621 PRT Tcf7l2 Gaba_3,0.0020529928786809522
3626 PRT Tcf7l2 Gaba_4,0.0004490921922114583
3627 PRT Tcf7l2 Gaba_4,0.0005132482196702381
3628 PRT Tcf7l2 Gaba_4,0.00019246808237633926
3631 PRT Tcf7l2 Gaba_5,0.006608070828254315
3632 PRT Tcf7l2 Gaba_5,0.002309616988516071
3633 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1,0.0014755886315519343
3634 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1,0.00256624109835119
3635 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1,0.0014755886315519343
3638 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1,0.0008981843844229166
3640 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1,0.001283120549175595
3645 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_2,0.0003849361647526785
3664 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_6,0.00032078013729389875
3665 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_6,0.0007057163020465773
3681 SC-PAG Lef1 Emx2 Gaba_2,0.0004490921922114583
3690 SC-PAG Lef1 Emx2 Gaba_2,0.0006415602745877975
3691 SC-PAG Lef1 Emx2 Gaba_3,0.0003849361647526785
3693 SC-PAG Lef1 Emx2 Gaba_3,0.00019246808237633926
3694 SC-PAG Lef1 Emx2 Gaba_3,0.0010906524667992558
3695 SC-PAG Lef1 Emx2 Gaba_4,0.0010906524667992558
3696 SC-PAG Lef1 Emx2 Gaba_4,0.00025662410983511903
3699 SC-PAG Lef1 Emx2 Gaba_5,0.0014755886315519343
3700 SC-PAG Lef1 Emx2 Gaba_5,0.0037852056200680054
3702 SCm-PAG Cdh23 Gaba_1,0.00019246808237633926
3712 SCm-PAG Cdh23 Gaba_2,0.000769872329505357
3720 SCm-PAG Cdh23 Gaba_4,0.002373773015974851
3727 SCs Dmbx1 Gaba_1,0.00019246808237633926
3728 SCs Dmbx1 Gaba_1,0.00025662410983511903
3730 SCs Dmbx1 Gaba_2,0.0005774042471290178
3739 SCs Dmbx1 Gaba_4,0.00025662410983511903
3740 SCs Dmbx1 Gaba_5,0.0018605247963046129
3743 SC Lef1 Otx2 Gaba_1,0.0019246808237633926
3758 SCs Pax7 Nfia Gaba_4,0.0007057163020465773
3759 SCs Pax7 Nfia Gaba_5,0.0018605247963046129
3763 PRT Mecom Gaba_1,0.0005774042471290178
3768 PRT Mecom Gaba_1,0.00032078013729389875
3769 PRT Mecom Gaba_1,0.00019246808237633926
3774 PRT Mecom Gaba_3,0.0005132482196702381
3776 PRT Mecom Gaba_3,0.0004490921922114583
3790 SCs Lef1 Gli3 Gaba_1,0.00025662410983511903
3795 SCs Lef1 Gli3 Gaba_3,0.0004490921922114583
3797 SCsg Gabrr2 Gaba_1,0.00032078013729389875
3798 SCsg Gabrr2 Gaba_1,0.00025662410983511903
3799 SCsg Gabrr2 Gaba_1,0.0004490921922114583
3800 SCsg Gabrr2 Gaba_1,0.0008340283569641367
3846 SNc-VTA-RAmb Foxa1 Dopa_2,0.0003849361647526785
3848 SNc-VTA-RAmb Foxa1 Dopa_2,0.0003849361647526785
3853 SNc-VTA-RAmb Foxa1 Dopa_3,0.00019246808237633926
3854 SNc-VTA-RAmb Foxa1 Dopa_3,0.006415602745877975
3855 SNc-VTA-RAmb Foxa1 Dopa_3,0.0010906524667992558
3858 SNc-VTA-RAmb Foxa1 Dopa_3,0.0027587091807275295
3867 SNc-VTA-RAmb Foxa1 Dopa_5,0.00032078013729389875
3868 SNc-VTA-RAmb Foxa1 Dopa_5,0.00032078013729389875
3869 SNc-VTA-RAmb Foxa1 Dopa_5,0.00032078013729389875
3870 SNc-VTA-RAmb Foxa1 Dopa_5,0.0014114326040931546
3874 SNc-VTA-RAmb Foxa1 Dopa_6,0.0005132482196702381
3875 SNc-VTA-RAmb Foxa1 Dopa_7,0.0013472765766343747
3878 SNc-VTA-RAmb Foxa1 Dopa_8,0.00025662410983511903
3880 MB-MY Tph2 Glut-Sero_1,0.00032078013729389875
3884 MB-MY Tph2 Glut-Sero_1,0.0010264964393404761
3891 MB-MY Tph2 Glut-Sero_2,0.00019246808237633926
3897 MB-MY Tph2 Glut-Sero_3,0.00019246808237633926
3902 MB-MY Tph2 Glut-Sero_4,0.00519663822416116
3904 MB-MY Tph2 Glut-Sero_4,0.0003849361647526785
3944 PB Lmx1a Glut_5,0.00025662410983511903
3966 PB Pax5 Glut_1,0.00025662410983511903
3974 LDT-PCG Vsx2 Lhx4 Glut_1,0.0017963687688458331
3975 LDT-PCG Vsx2 Lhx4 Glut_1,0.0014114326040931546
3979 LDT-PCG Vsx2 Lhx4 Glut_1,0.0007057163020465773
3985 LDT-PCG Vsx2 Lhx4 Glut_2,0.00025662410983511903
4010 LDT-PCG Vsx2 Lhx4 Glut_7,0.00019246808237633926
4011 LDT-PCG Vsx2 Lhx4 Glut_7,0.00032078013729389875
4015 LDT-PCG Vsx2 Lhx4 Glut_8,0.004170141784820684
4016 LDT-PCG Vsx2 Lhx4 Glut_8,0.0016680567139282735
4017 LDT-PCG Vsx2 Lhx4 Glut_8,0.0008981843844229166
4018 PB Evx2 Glut_1,0.0008981843844229166
4033 PB Evx2 Glut_3,0.0005132482196702381
4035 PB Evx2 Glut_3,0.0011548084942580355
4080 PB Evx2 Glut_8,0.0029511772631038687
4081 PB Evx2 Glut_8,0.0025020850708924102
4082 PB Evx2 Glut_8,0.0011548084942580355
4084 PB Evx2 Glut_9,0.0024379290434336305
4085 PB Evx2 Glut_9,0.005709886443831398
4088 PB Evx2 Glut_9,0.00019246808237633926
4102 PCG-PRNr Vsx2 Nkx6-1 Glut_2,0.0019888368512221725
4103 PCG-PRNr Vsx2 Nkx6-1 Glut_2,0.0016039006864694938
4104 PCG-PRNr Vsx2 Nkx6-1 Glut_2,0.0006415602745877975
4105 PCG-PRNr Vsx2 Nkx6-1 Glut_2,0.0005132482196702381
4106 PCG-PRNr Vsx2 Nkx6-1 Glut_2,0.0010906524667992558
4107 PCG-PRNr Vsx2 Nkx6-1 Glut_2,0.0017963687688458331
4108 PCG-PRNr Vsx2 Nkx6-1 Glut_2,0.0006415602745877975
4112 PCG-PRNr Vsx2 Nkx6-1 Glut_3,0.00019246808237633926
4114 PCG-PRNr Vsx2 Nkx6-1 Glut_3,0.0005132482196702381
4121 PCG-PRNr Vsx2 Nkx6-1 Glut_6,0.0017322127413870532
4148 PSV Pvalb Lhx2 Glut_1,0.00032078013729389875
4179 IPN-LDT Vsx2 Nkx6-1 Glut_1,0.00019246808237633926
4181 IPN-LDT Vsx2 Nkx6-1 Glut_2,0.00025662410983511903
4182 IPN-LDT Vsx2 Nkx6-1 Glut_2,0.00019246808237633926
4183 IPN-LDT Vsx2 Nkx6-1 Glut_2,0.0005132482196702381
4191 LDT Vsx2 Nkx6-1 Nfib Glut_1,0.0004490921922114583
4192 LDT Vsx2 Nkx6-1 Nfib Glut_1,0.00025662410983511903
4196 NLL-SOC Spp1 Glut_2,0.00032078013729389875
4348 PGRN-PARN-MDRN Hoxb5 Glut_2,0.0026303971258099697
4399 PGRN-PARN-MDRN Hoxb5 Glut_7,0.02604734714826458
4401 PGRN-PARN-MDRN Hoxb5 Glut_7,0.0004490921922114583
4402 PGRN-PARN-MDRN Hoxb5 Glut_7,0.004234297812279464
4404 PGRN-PARN-MDRN Hoxb5 Glut_7,0.00019246808237633926
4449 CU-ECU-SPVI Foxb1 Glut_1,0.00032078013729389875
4521 CBN Neurod2 Pvalb Glut_1,0.0018605247963046129
4524 CBN Neurod2 Pvalb Glut_1,0.00019246808237633926
4602 HB Calcb Chol_2,0.0034002694553153267
4607 CS-RPO Meis2 Gaba_1,0.00032078013729389875
4613 CS-RPO Meis2 Gaba_2,0.0012189645217168153
4619 CS-RPO Meis2 Gaba_3,0.00019246808237633926
4621 CS-RPO Meis2 Gaba_3,0.00025662410983511903
4641 PRNc Otp Gly-Gaba_2,0.00019246808237633926
4642 PRNc Otp Gly-Gaba_2,0.00032078013729389875
4663 PRNc Otp Gly-Gaba_5,0.0014114326040931546
4670 CS-PRNr-PCG Tmem163 Otp Gaba_1,0.00019246808237633926
4672 CS-PRNr-PCG Tmem163 Otp Gaba_1,0.0003849361647526785
4673 CS-PRNr-PCG Tmem163 Otp Gaba_1,0.0005774042471290178
4676 CS-PRNr-PCG Tmem163 Otp Gaba_1,0.0004490921922114583
4679 CS-PRNr-PCG Tmem163 Otp Gaba_1,0.0012189645217168153
4680 CS-PRNr-PCG Tmem163 Otp Gaba_1,0.0005774042471290178
4682 CS-PRNr-PCG Tmem163 Otp Gaba_1,0.0003849361647526785
4684 CS-PRNr-PCG Tmem163 Otp Gaba_2,0.0004490921922114583
4685 CS-PRNr-PCG Tmem163 Otp Gaba_2,0.0010264964393404761
4687 CS-PRNr-DR En1 Sox2 Gaba_1,0.0014114326040931546
4688 CS-PRNr-DR En1 Sox2 Gaba_1,0.00025662410983511903
4689 CS-PRNr-DR En1 Sox2 Gaba_1,0.00019246808237633926
4690 CS-PRNr-DR En1 Sox2 Gaba_1,0.002373773015974851
4691 CS-PRNr-DR En1 Sox2 Gaba_1,0.00019246808237633926
4692 CS-PRNr-DR En1 Sox2 Gaba_1,0.0008981843844229166
4694 CS-PRNr-DR En1 Sox2 Gaba_2,0.0010906524667992558
4695 CS-PRNr-DR En1 Sox2 Gaba_2,0.000769872329505357
4696 CS-PRNr-DR En1 Sox2 Gaba_2,0.0011548084942580355
4697 CS-PRNr-DR En1 Sox2 Gaba_2,0.0010906524667992558
4698 CS-PRNr-DR En1 Sox2 Gaba_2,0.0019246808237633926
4701 CS-PRNr-DR En1 Sox2 Gaba_2,0.00025662410983511903
4702 CS-PRNr-DR En1 Sox2 Gaba_2,0.00019246808237633926
4703 CS-PRNr-DR En1 Sox2 Gaba_2,0.0004490921922114583
4708 LDT-DTN Gata3 Nfix Gaba_1,0.0053249502790787195
4709 LDT-DTN Gata3 Nfix Gaba_1,0.0027587091807275295
4710 LDT-DTN Gata3 Nfix Gaba_1,0.0012189645217168153
4711 LDT-DTN Gata3 Nfix Gaba_1,0.0006415602745877975
4713 LDT-DTN Gata3 Nfix Gaba_2,0.00025662410983511903
4734 LDT-PCG-CS Gata3 Lhx1 Gaba_1,0.0007057163020465773
4735 LDT-PCG-CS Gata3 Lhx1 Gaba_1,0.0016680567139282735
4736 LDT-PCG-CS Gata3 Lhx1 Gaba_1,0.00032078013729389875
4742 LDT-PCG-CS Gata3 Lhx1 Gaba_2,0.0004490921922114583
4743 LDT-PCG-CS Gata3 Lhx1 Gaba_3,0.0009623404118816963
4744 LDT-PCG-CS Gata3 Lhx1 Gaba_3,0.0017963687688458331
4745 LDT-PCG-CS Gata3 Lhx1 Gaba_4,0.00019246808237633926
4747 LDT-PCG-CS Gata3 Lhx1 Gaba_5,0.00019246808237633926
4765 LDT-PCG St18 Gaba_1,0.00025662410983511903
4766 LDT-PCG St18 Gaba_1,0.00019246808237633926
4767 LDT-PCG St18 Gaba_1,0.00025662410983511903
4769 LDT-PCG St18 Gaba_1,0.0005132482196702381
4772 LDT-PCG St18 Gaba_2,0.00025662410983511903
4775 DTN-LDT-IPN Otp Pax3 Gaba_1,0.000769872329505357
4778 DTN-LDT-IPN Otp Pax3 Gaba_1,0.0008340283569641367
4782 DTN-LDT-IPN Otp Pax3 Gaba_2,0.0003849361647526785
4784 DTN-LDT-IPN Otp Pax3 Gaba_3,0.000769872329505357
4788 DTN-LDT-IPN Otp Pax3 Gaba_3,0.0012189645217168153
4790 DTN-LDT-IPN Otp Pax3 Gaba_4,0.0005132482196702381
4791 DTN-LDT-IPN Otp Pax3 Gaba_4,0.0006415602745877975
4806 NLL Gata3 Gly-Gaba_3,0.0032719574003977673
4854 MY Lhx1 Gly-Gaba_1,0.0010264964393404761
4863 MY Lhx1 Gly-Gaba_1,0.0021813049335985117
4864 MY Lhx1 Gly-Gaba_1,0.02110733303393854
4865 MY Lhx1 Gly-Gaba_1,0.0026945531532687494
4868 PGRN-PARN-MDRN Hoxb5 Glut_7,0.000769872329505357
4914 MY Lhx1 Gly-Gaba_5,0.0010264964393404761
5000 CBN Dmbx1 Gaba_1,0.00025662410983511903
